x,y,shots,
6,57,1098,
6,58,1099,
6,59,1066,
6,60,1029,
6,61,1017,
6,62,992,
6,63,962,
6,64,918,
6,65,913,
6,66,883,
6,67,847,
6,68,848,
6,69,851,
6,70,818,
6,71,837,
6,72,818,
6,73,800,
6,74,804,
6,75,837,
6,76,876,
6,77,893,
6,78,961,
6,79,1033,
6,80,1099,
6,81,1178,
6,82,1231,
6,83,1221,
6,84,1183,
6,85,1069,
6,86,928,
6,87,785,
6,88,611,
6,89,434,
6,90,317,
6,91,204,
7,28,108,
7,29,151,
7,30,187,
7,31,235,
7,32,263,
7,33,313,
7,34,317,
7,35,332,
7,36,348,
7,37,379,
7,38,406,
7,39,459,
7,40,490,
7,41,547,
7,42,549,
7,43,567,
7,44,614,
7,45,649,
7,46,711,
7,47,769,
7,48,804,
7,49,854,
7,50,919,
7,51,971,
7,52,1047,
7,53,1077,
7,54,1111,
7,55,1120,
7,56,1163,
7,57,1170,
7,58,1182,
7,59,1150,
7,60,1128,
7,61,1094,
7,62,1089,
7,63,1063,
7,64,1040,
7,65,999,
7,66,952,
7,67,918,
7,68,926,
7,69,900,
7,70,889,
7,71,910,
7,72,893,
7,73,892,
7,74,911,
7,75,935,
7,76,998,
7,77,1050,
7,78,1135,
7,79,1208,
7,80,1307,
7,81,1368,
7,82,1392,
7,83,1376,
7,84,1304,
7,85,1183,
7,86,1034,
7,87,866,
7,88,672,
7,89,472,
7,90,318,
7,91,200,
8,28,145,
8,29,197,
8,30,239,
8,31,293,
8,32,317,
8,33,363,
8,34,375,
8,35,376,
8,36,395,
8,37,425,
8,38,443,
8,39,471,
8,40,521,
8,41,571,
8,42,577,
8,43,603,
8,44,639,
8,45,692,
8,46,736,
8,47,785,
8,48,814,
8,49,869,
8,50,926,
8,51,977,
8,52,1062,
8,53,1116,
8,54,1129,
8,55,1163,
8,56,1203,
8,57,1227,
8,58,1249,
8,59,1213,
8,60,1208,
8,61,1173,
8,62,1130,
8,63,1126,
8,64,1111,
8,65,1059,
8,66,1021,
8,67,968,
8,68,965,
8,69,948,
8,70,927,
8,71,936,
8,72,970,
8,73,969,
8,74,993,
8,75,1053,
8,76,1138,
8,77,1208,
8,78,1282,
8,79,1369,
8,80,1472,
8,81,1531,
8,82,1555,
8,83,1534,
8,84,1418,
8,85,1260,
8,86,1092,
8,87,901,
8,88,701,
8,89,483,
8,90,311,
8,91,193,
9,28,185,
9,29,239,
9,30,285,
9,31,342,
9,32,375,
9,33,411,
9,34,419,
9,35,430,
9,36,433,
9,37,461,
9,38,483,
9,39,513,
9,40,535,
9,41,588,
9,42,616,
9,43,633,
9,44,679,
9,45,731,
9,46,768,
9,47,810,
9,48,859,
9,49,884,
9,50,948,
9,51,1000,
9,52,1078,
9,53,1125,
9,54,1143,
9,55,1173,
9,56,1215,
9,57,1255,
9,58,1263,
9,59,1245,
9,60,1235,
9,61,1201,
9,62,1186,
9,63,1161,
9,64,1164,
9,65,1135,
9,66,1069,
9,67,1025,
9,68,990,
9,69,974,
9,70,962,
9,71,983,
9,72,998,
9,73,1036,
9,74,1051,
9,75,1149,
9,76,1243,
9,77,1324,
9,78,1416,
9,79,1523,
9,80,1602,
9,81,1681,
9,82,1677,
9,83,1637,
9,84,1527,
9,85,1315,
9,86,1131,
9,87,924,
9,88,701,
9,89,475,
9,90,304,
9,91,185,
10,28,218,
10,29,276,
10,30,338,
10,31,394,
10,32,431,
10,33,464,
10,34,454,
10,35,455,
10,36,458,
10,37,479,
10,38,509,
10,39,542,
10,40,575,
10,41,624,
10,42,624,
10,43,669,
10,44,684,
10,45,754,
10,46,785,
10,47,839,
10,48,882,
10,49,901,
10,50,959,
10,51,1037,
10,52,1091,
10,53,1142,
10,54,1173,
10,55,1216,
10,56,1250,
10,57,1271,
10,58,1305,
10,59,1304,
10,60,1290,
10,61,1268,
10,62,1243,
10,63,1222,
10,64,1231,
10,65,1192,
10,66,1128,
10,67,1079,
10,68,1043,
10,69,1007,
10,70,1022,
10,71,1017,
10,72,1046,
10,73,1082,
10,74,1154,
10,75,1210,
10,76,1336,
10,77,1417,
10,78,1546,
10,79,1625,
10,80,1713,
10,81,1773,
10,82,1764,
10,83,1690,
10,84,1559,
10,85,1354,
10,86,1156,
10,87,925,
10,88,684,
10,89,469,
10,90,290,
10,91,186,
11,28,242,
11,29,321,
11,30,382,
11,31,442,
11,32,485,
11,33,509,
11,34,499,
11,35,504,
11,36,512,
11,37,521,
11,38,545,
11,39,574,
11,40,607,
11,41,637,
11,42,652,
11,43,689,
11,44,738,
11,45,786,
11,46,843,
11,47,895,
11,48,944,
11,49,961,
11,50,1007,
11,51,1087,
11,52,1169,
11,53,1208,
11,54,1210,
11,55,1242,
11,56,1278,
11,57,1300,
11,58,1306,
11,59,1342,
11,60,1324,
11,61,1307,
11,62,1294,
11,63,1290,
11,64,1261,
11,65,1228,
11,66,1190,
11,67,1147,
11,68,1082,
11,69,1060,
11,70,1052,
11,71,1060,
11,72,1091,
11,73,1148,
11,74,1197,
11,75,1300,
11,76,1396,
11,77,1501,
11,78,1621,
11,79,1701,
11,80,1799,
11,81,1860,
11,82,1851,
11,83,1764,
11,84,1596,
11,85,1367,
11,86,1152,
11,87,893,
11,88,666,
11,89,450,
11,90,297,
11,91,179,
12,28,265,
12,29,340,
12,30,399,
12,31,463,
12,32,511,
12,33,551,
12,34,548,
12,35,554,
12,36,538,
12,37,556,
12,38,567,
12,39,578,
12,40,621,
12,41,667,
12,42,685,
12,43,714,
12,44,755,
12,45,822,
12,46,879,
12,47,913,
12,48,957,
12,49,1005,
12,50,1060,
12,51,1159,
12,52,1237,
12,53,1271,
12,54,1294,
12,55,1313,
12,56,1343,
12,57,1356,
12,58,1361,
12,59,1374,
12,60,1369,
12,61,1353,
12,62,1329,
12,63,1339,
12,64,1338,
12,65,1279,
12,66,1241,
12,67,1193,
12,68,1129,
12,69,1089,
12,70,1070,
12,71,1103,
12,72,1140,
12,73,1190,
12,74,1266,
12,75,1362,
12,76,1475,
12,77,1564,
12,78,1683,
12,79,1759,
12,80,1849,
12,81,1870,
12,82,1833,
12,83,1733,
12,84,1561,
12,85,1324,
12,86,1110,
12,87,854,
12,88,638,
12,89,435,
12,90,276,
12,91,171,
13,28,278,
13,29,360,
13,30,440,
13,31,500,
13,32,565,
13,33,618,
13,34,599,
13,35,597,
13,36,575,
13,37,575,
13,38,588,
13,39,613,
13,40,654,
13,41,687,
13,42,735,
13,43,775,
13,44,808,
13,45,898,
13,46,930,
13,47,981,
13,48,1026,
13,49,1092,
13,50,1183,
13,51,1261,
13,52,1314,
13,53,1371,
13,54,1370,
13,55,1391,
13,56,1426,
13,57,1444,
13,58,1447,
13,59,1449,
13,60,1431,
13,61,1432,
13,62,1420,
13,63,1404,
13,64,1358,
13,65,1333,
13,66,1295,
13,67,1267,
13,68,1208,
13,69,1169,
13,70,1145,
13,71,1155,
13,72,1206,
13,73,1261,
13,74,1330,
13,75,1431,
13,76,1549,
13,77,1626,
13,78,1733,
13,79,1828,
13,80,1859,
13,81,1858,
13,82,1826,
13,83,1708,
13,84,1537,
13,85,1310,
13,86,1083,
13,87,823,
13,88,590,
13,89,405,
13,90,269,
13,91,169,
14,28,309,
14,29,406,
14,30,487,
14,31,561,
14,32,619,
14,33,661,
14,34,650,
14,35,644,
14,36,622,
14,37,623,
14,38,635,
14,39,665,
14,40,701,
14,41,734,
14,42,766,
14,43,801,
14,44,859,
14,45,925,
14,46,989,
14,47,1045,
14,48,1107,
14,49,1187,
14,50,1274,
14,51,1361,
14,52,1436,
14,53,1443,
14,54,1468,
14,55,1495,
14,56,1488,
14,57,1512,
14,58,1543,
14,59,1530,
14,60,1521,
14,61,1539,
14,62,1528,
14,63,1479,
14,64,1448,
14,65,1393,
14,66,1353,
14,67,1311,
14,68,1264,
14,69,1216,
14,70,1199,
14,71,1201,
14,72,1242,
14,73,1302,
14,74,1409,
14,75,1495,
14,76,1603,
14,77,1692,
14,78,1786,
14,79,1843,
14,80,1858,
14,81,1828,
14,82,1780,
14,83,1671,
14,84,1464,
14,85,1237,
14,86,1022,
14,87,763,
14,88,545,
14,89,378,
14,90,247,
14,91,168,
15,28,339,
15,29,438,
15,30,532,
15,31,612,
15,32,675,
15,33,731,
15,34,711,
15,35,685,
15,36,669,
15,37,672,
15,38,686,
15,39,727,
15,40,784,
15,41,819,
15,42,836,
15,43,870,
15,44,934,
15,45,992,
15,46,1060,
15,47,1143,
15,48,1235,
15,49,1320,
15,50,1428,
15,51,1498,
15,52,1555,
15,53,1596,
15,54,1618,
15,55,1646,
15,56,1642,
15,57,1629,
15,58,1641,
15,59,1634,
15,60,1634,
15,61,1654,
15,62,1649,
15,63,1634,
15,64,1583,
15,65,1522,
15,66,1472,
15,67,1395,
15,68,1336,
15,69,1310,
15,70,1262,
15,71,1251,
15,72,1298,
15,73,1364,
15,74,1443,
15,75,1567,
15,76,1646,
15,77,1731,
15,78,1836,
15,79,1870,
15,80,1867,
15,81,1851,
15,82,1763,
15,83,1627,
15,84,1423,
15,85,1215,
15,86,977,
15,87,733,
15,88,540,
15,89,352,
15,90,239,
15,91,155,
16,28,374,
16,29,481,
16,30,583,
16,31,663,
16,32,742,
16,33,801,
16,34,778,
16,35,746,
16,36,739,
16,37,732,
16,38,749,
16,39,797,
16,40,857,
16,41,889,
16,42,921,
16,43,937,
16,44,1012,
16,45,1086,
16,46,1182,
16,47,1291,
16,48,1388,
16,49,1505,
16,50,1596,
16,51,1636,
16,52,1702,
16,53,1723,
16,54,1694,
16,55,1774,
16,56,1778,
16,57,1798,
16,58,1792,
16,59,1758,
16,60,1771,
16,61,1775,
16,62,1771,
16,63,1769,
16,64,1689,
16,65,1639,
16,66,1576,
16,67,1513,
16,68,1436,
16,69,1376,
16,70,1322,
16,71,1310,
16,72,1310,
16,73,1401,
16,74,1478,
16,75,1558,
16,76,1654,
16,77,1742,
16,78,1823,
16,79,1887,
16,80,1899,
16,81,1838,
16,82,1740,
16,83,1610,
16,84,1409,
16,85,1185,
16,86,933,
16,87,710,
16,88,490,
16,89,326,
16,90,231,
16,91,146,
17,28,396,
17,29,510,
17,30,623,
17,31,716,
17,32,796,
17,33,859,
17,34,843,
17,35,851,
17,36,835,
17,37,836,
17,38,847,
17,39,879,
17,40,917,
17,41,977,
17,42,1000,
17,43,1038,
17,44,1107,
17,45,1237,
17,46,1317,
17,47,1450,
17,48,1558,
17,49,1647,
17,50,1774,
17,51,1812,
17,52,1858,
17,53,1872,
17,54,1874,
17,55,1898,
17,56,1933,
17,57,1924,
17,58,1907,
17,59,1886,
17,60,1930,
17,61,1921,
17,62,1917,
17,63,1914,
17,64,1844,
17,65,1764,
17,66,1680,
17,67,1606,
17,68,1515,
17,69,1438,
17,70,1369,
17,71,1331,
17,72,1373,
17,73,1423,
17,74,1480,
17,75,1558,
17,76,1644,
17,77,1714,
17,78,1806,
17,79,1871,
17,80,1898,
17,81,1822,
17,82,1731,
17,83,1586,
17,84,1398,
17,85,1164,
17,86,940,
17,87,699,
17,88,495,
17,89,327,
17,90,217,
17,91,147,
18,28,420,
18,29,544,
18,30,666,
18,31,781,
18,32,871,
18,33,920,
18,34,940,
18,35,939,
18,36,924,
18,37,922,
18,38,956,
18,39,971,
18,40,1020,
18,41,1037,
18,42,1084,
18,43,1121,
18,44,1240,
18,45,1338,
18,46,1477,
18,47,1594,
18,48,1683,
18,49,1789,
18,50,1918,
18,51,1967,
18,52,1999,
18,53,2008,
18,54,2014,
18,55,2044,
18,56,2025,
18,57,2027,
18,58,1992,
18,59,1979,
18,60,2043,
18,61,2058,
18,62,2064,
18,63,2048,
18,64,1959,
18,65,1864,
18,66,1768,
18,67,1664,
18,68,1585,
18,69,1476,
18,70,1401,
18,71,1365,
18,72,1373,
18,73,1429,
18,74,1467,
18,75,1538,
18,76,1605,
18,77,1715,
18,78,1781,
18,79,1851,
18,80,1835,
18,81,1793,
18,82,1664,
18,83,1537,
18,84,1334,
18,85,1145,
18,86,897,
18,87,693,
18,88,489,
18,89,321,
18,90,205,
18,91,136,
19,28,444,
19,29,583,
19,30,721,
19,31,842,
19,32,922,
19,33,1018,
19,34,1024,
19,35,1033,
19,36,1015,
19,37,1027,
19,38,1035,
19,39,1088,
19,40,1108,
19,41,1135,
19,42,1170,
19,43,1243,
19,44,1349,
19,45,1468,
19,46,1592,
19,47,1717,
19,48,1813,
19,49,1927,
19,50,2051,
19,51,2109,
19,52,2143,
19,53,2118,
19,54,2147,
19,55,2167,
19,56,2149,
19,57,2102,
19,58,2102,
19,59,2090,
19,60,2149,
19,61,2162,
19,62,2126,
19,63,2091,
19,64,2008,
19,65,1922,
19,66,1834,
19,67,1712,
19,68,1617,
19,69,1508,
19,70,1422,
19,71,1396,
19,72,1357,
19,73,1414,
19,74,1453,
19,75,1501,
19,76,1593,
19,77,1679,
19,78,1753,
19,79,1789,
19,80,1797,
19,81,1741,
19,82,1637,
19,83,1492,
19,84,1317,
19,85,1103,
19,86,857,
19,87,647,
19,88,463,
19,89,305,
19,90,198,
19,91,130,
20,28,466,
20,29,615,
20,30,750,
20,31,878,
20,32,1003,
20,33,1094,
20,34,1105,
20,35,1130,
20,36,1098,
20,37,1104,
20,38,1152,
20,39,1168,
20,40,1199,
20,41,1220,
20,42,1292,
20,43,1366,
20,44,1492,
20,45,1614,
20,46,1748,
20,47,1849,
20,48,1954,
20,49,2069,
20,50,2181,
20,51,2219,
20,52,2249,
20,53,2228,
20,54,2243,
20,55,2224,
20,56,2209,
20,57,2185,
20,58,2166,
20,59,2166,
20,60,2193,
20,61,2200,
20,62,2160,
20,63,2150,
20,64,2054,
20,65,1978,
20,66,1907,
20,67,1762,
20,68,1633,
20,69,1516,
20,70,1418,
20,71,1375,
20,72,1356,
20,73,1392,
20,74,1412,
20,75,1471,
20,76,1542,
20,77,1625,
20,78,1693,
20,79,1729,
20,80,1761,
20,81,1716,
20,82,1600,
20,83,1466,
20,84,1275,
20,85,1065,
20,86,817,
20,87,623,
20,88,447,
20,89,293,
20,90,184,
20,91,120,
21,28,489,
21,29,630,
21,30,770,
21,31,920,
21,32,1052,
21,33,1155,
21,34,1185,
21,35,1207,
21,36,1181,
21,37,1201,
21,38,1230,
21,39,1280,
21,40,1321,
21,41,1355,
21,42,1420,
21,43,1494,
21,44,1640,
21,45,1762,
21,46,1890,
21,47,1992,
21,48,2087,
21,49,2202,
21,50,2313,
21,51,2340,
21,52,2357,
21,53,2330,
21,54,2339,
21,55,2311,
21,56,2277,
21,57,2256,
21,58,2239,
21,59,2237,
21,60,2254,
21,61,2245,
21,62,2206,
21,63,2161,
21,64,2099,
21,65,2019,
21,66,1925,
21,67,1778,
21,68,1646,
21,69,1484,
21,70,1390,
21,71,1361,
21,72,1328,
21,73,1349,
21,74,1382,
21,75,1431,
21,76,1487,
21,77,1563,
21,78,1632,
21,79,1675,
21,80,1678,
21,81,1644,
21,82,1550,
21,83,1409,
21,84,1232,
21,85,1026,
21,86,800,
21,87,612,
21,88,430,
21,89,284,
21,90,167,
21,91,110,
22,28,497,
22,29,672,
22,30,815,
22,31,963,
22,32,1124,
22,33,1244,
22,34,1246,
22,35,1273,
22,36,1280,
22,37,1301,
22,38,1339,
22,39,1393,
22,40,1440,
22,41,1479,
22,42,1527,
22,43,1633,
22,44,1788,
22,45,1884,
22,46,2000,
22,47,2111,
22,48,2208,
22,49,2310,
22,50,2410,
22,51,2460,
22,52,2455,
22,53,2397,
22,54,2416,
22,55,2377,
22,56,2339,
22,57,2304,
22,58,2302,
22,59,2291,
22,60,2317,
22,61,2318,
22,62,2255,
22,63,2190,
22,64,2107,
22,65,1985,
22,66,1890,
22,67,1757,
22,68,1627,
22,69,1487,
22,70,1388,
22,71,1318,
22,72,1287,
22,73,1280,
22,74,1305,
22,75,1349,
22,76,1449,
22,77,1499,
22,78,1583,
22,79,1636,
22,80,1614,
22,81,1603,
22,82,1518,
22,83,1371,
22,84,1231,
22,85,1021,
22,86,806,
22,87,610,
22,88,422,
22,89,279,
22,90,165,
22,91,104,
23,28,537,
23,29,702,
23,30,860,
23,31,1022,
23,32,1166,
23,33,1297,
23,34,1317,
23,35,1334,
23,36,1368,
23,37,1412,
23,38,1449,
23,39,1506,
23,40,1585,
23,41,1612,
23,42,1651,
23,43,1757,
23,44,1901,
23,45,1999,
23,46,2115,
23,47,2208,
23,48,2292,
23,49,2396,
23,50,2512,
23,51,2551,
23,52,2539,
23,53,2472,
23,54,2462,
23,55,2438,
23,56,2390,
23,57,2335,
23,58,2325,
23,59,2297,
23,60,2311,
23,61,2313,
23,62,2267,
23,63,2191,
23,64,2089,
23,65,1993,
23,66,1886,
23,67,1711,
23,68,1608,
23,69,1459,
23,70,1323,
23,71,1271,
23,72,1193,
23,73,1191,
23,74,1257,
23,75,1281,
23,76,1373,
23,77,1460,
23,78,1518,
23,79,1553,
23,80,1557,
23,81,1542,
23,82,1467,
23,83,1331,
23,84,1172,
23,85,973,
23,86,768,
23,87,578,
23,88,416,
23,89,281,
23,90,158,
23,91,99,
24,28,544,
24,29,712,
24,30,895,
24,31,1069,
24,32,1242,
24,33,1386,
24,34,1395,
24,35,1446,
24,36,1475,
24,37,1521,
24,38,1564,
24,39,1646,
24,40,1719,
24,41,1759,
24,42,1788,
24,43,1886,
24,44,2015,
24,45,2132,
24,46,2191,
24,47,2282,
24,48,2396,
24,49,2467,
24,50,2549,
24,51,2579,
24,52,2568,
24,53,2519,
24,54,2496,
24,55,2477,
24,56,2458,
24,57,2387,
24,58,2348,
24,59,2303,
24,60,2309,
24,61,2268,
24,62,2216,
24,63,2144,
24,64,2043,
24,65,1945,
24,66,1833,
24,67,1684,
24,68,1541,
24,69,1417,
24,70,1298,
24,71,1209,
24,72,1146,
24,73,1131,
24,74,1170,
24,75,1231,
24,76,1322,
24,77,1374,
24,78,1454,
24,79,1490,
24,80,1483,
24,81,1504,
24,82,1457,
24,83,1330,
24,84,1162,
24,85,952,
24,86,753,
24,87,564,
24,88,407,
24,89,268,
24,90,168,
24,91,107,
25,28,571,
25,29,738,
25,30,930,
25,31,1133,
25,32,1330,
25,33,1479,
25,34,1509,
25,35,1547,
25,36,1563,
25,37,1624,
25,38,1699,
25,39,1779,
25,40,1888,
25,41,1911,
25,42,1944,
25,43,2042,
25,44,2144,
25,45,2225,
25,46,2308,
25,47,2352,
25,48,2439,
25,49,2508,
25,50,2560,
25,51,2557,
25,52,2543,
25,53,2493,
25,54,2482,
25,55,2494,
25,56,2480,
25,57,2383,
25,58,2338,
25,59,2286,
25,60,2269,
25,61,2204,
25,62,2165,
25,63,2063,
25,64,1979,
25,65,1858,
25,66,1752,
25,67,1598,
25,68,1478,
25,69,1339,
25,70,1235,
25,71,1171,
25,72,1101,
25,73,1071,
25,74,1125,
25,75,1142,
25,76,1231,
25,77,1302,
25,78,1347,
25,79,1425,
25,80,1423,
25,81,1425,
25,82,1376,
25,83,1281,
25,84,1113,
25,85,913,
25,86,716,
25,87,554,
25,88,377,
25,89,262,
25,90,164,
25,91,110,
26,28,577,
26,29,773,
26,30,974,
26,31,1192,
26,32,1396,
26,33,1566,
26,34,1602,
26,35,1691,
26,36,1725,
26,37,1763,
26,38,1860,
26,39,1934,
26,40,1978,
26,41,2038,
26,42,2094,
26,43,2170,
26,44,2256,
26,45,2327,
26,46,2376,
26,47,2415,
26,48,2458,
26,49,2490,
26,50,2563,
26,51,2570,
26,52,2562,
26,53,2509,
26,54,2512,
26,55,2499,
26,56,2444,
26,57,2365,
26,58,2299,
26,59,2210,
26,60,2201,
26,61,2164,
26,62,2076,
26,63,1994,
26,64,1880,
26,65,1762,
26,66,1656,
26,67,1509,
26,68,1396,
26,69,1282,
26,70,1173,
26,71,1100,
26,72,1060,
26,73,1036,
26,74,1070,
26,75,1084,
26,76,1177,
26,77,1235,
26,78,1304,
26,79,1360,
26,80,1406,
26,81,1376,
26,82,1342,
26,83,1195,
26,84,1054,
26,85,860,
26,86,704,
26,87,529,
26,88,384,
26,89,256,
26,90,162,
26,91,102,
27,28,608,
27,29,833,
27,30,1038,
27,31,1283,
27,32,1509,
27,33,1665,
27,34,1753,
27,35,1819,
27,36,1850,
27,37,1926,
27,38,2004,
27,39,2032,
27,40,2123,
27,41,2163,
27,42,2233,
27,43,2297,
27,44,2345,
27,45,2373,
27,46,2405,
27,47,2412,
27,48,2468,
27,49,2496,
27,50,2549,
27,51,2551,
27,52,2531,
27,53,2503,
27,54,2489,
27,55,2470,
27,56,2428,
27,57,2366,
27,58,2270,
27,59,2188,
27,60,2146,
27,61,2076,
27,62,1991,
27,63,1903,
27,64,1779,
27,65,1668,
27,66,1581,
27,67,1461,
27,68,1358,
27,69,1254,
27,70,1129,
27,71,1065,
27,72,1022,
27,73,1009,
27,74,1032,
27,75,1060,
27,76,1112,
27,77,1193,
27,78,1248,
27,79,1280,
27,80,1315,
27,81,1333,
27,82,1274,
27,83,1160,
27,84,1016,
27,85,827,
27,86,666,
27,87,509,
27,88,373,
27,89,252,
27,90,153,
27,91,96,
28,28,679,
28,29,899,
28,30,1148,
28,31,1420,
28,32,1627,
28,33,1842,
28,34,1924,
28,35,2011,
28,36,2074,
28,37,2146,
28,38,2169,
28,39,2243,
28,40,2291,
28,41,2346,
28,42,2373,
28,43,2414,
28,44,2424,
28,45,2473,
28,46,2456,
28,47,2474,
28,48,2477,
28,49,2505,
28,50,2571,
28,51,2539,
28,52,2519,
28,53,2485,
28,54,2480,
28,55,2473,
28,56,2423,
28,57,2336,
28,58,2261,
28,59,2155,
28,60,2099,
28,61,2026,
28,62,1922,
28,63,1810,
28,64,1694,
28,65,1585,
28,66,1509,
28,67,1409,
28,68,1322,
28,69,1204,
28,70,1120,
28,71,1056,
28,72,993,
28,73,977,
28,74,1008,
28,75,1022,
28,76,1083,
28,77,1148,
28,78,1194,
28,79,1247,
28,80,1277,
28,81,1295,
28,82,1258,
28,83,1154,
28,84,1015,
28,85,846,
28,86,657,
28,87,501,
28,88,372,
