x,y,shots,
28,89,246,
28,90,153,
28,91,96,
29,28,750,
29,29,1004,
29,30,1274,
29,31,1587,
29,32,1858,
29,33,2072,
29,34,2167,
29,35,2264,
29,36,2347,
29,37,2416,
29,38,2470,
29,39,2486,
29,40,2504,
29,41,2479,
29,42,2462,
29,43,2463,
29,44,2496,
29,45,2491,
29,46,2480,
29,47,2484,
29,48,2460,
29,49,2474,
29,50,2490,
29,51,2477,
29,52,2456,
29,53,2393,
29,54,2399,
29,55,2381,
29,56,2333,
29,57,2291,
29,58,2204,
29,59,2114,
29,60,2052,
29,61,1969,
29,62,1860,
29,63,1752,
29,64,1645,
29,65,1526,
29,66,1446,
29,67,1361,
29,68,1255,
29,69,1161,
29,70,1068,
29,71,1020,
29,72,975,
29,73,963,
29,74,999,
29,75,994,
29,76,1049,
29,77,1096,
29,78,1141,
29,79,1188,
29,80,1237,
29,81,1243,
29,82,1216,
29,83,1108,
29,84,989,
29,85,818,
29,86,659,
29,87,504,
29,88,358,
29,89,234,
29,90,153,
29,91,95,
30,28,831,
30,29,1126,
30,30,1442,
30,31,1796,
30,32,2103,
30,33,2389,
30,34,2510,
30,35,2590,
30,36,2666,
30,37,2746,
30,38,2724,
30,39,2745,
30,40,2725,
30,41,2684,
30,42,2592,
30,43,2568,
30,44,2557,
30,45,2509,
30,46,2459,
30,47,2468,
30,48,2430,
30,49,2400,
30,50,2437,
30,51,2421,
30,52,2398,
30,53,2331,
30,54,2349,
30,55,2321,
30,56,2287,
30,57,2205,
30,58,2149,
30,59,2063,
30,60,1985,
30,61,1867,
30,62,1766,
30,63,1651,
30,64,1566,
30,65,1476,
30,66,1407,
30,67,1312,
30,68,1209,
30,69,1124,
30,70,1029,
30,71,1010,
30,72,965,
30,73,954,
30,74,979,
30,75,983,
30,76,1005,
30,77,1072,
30,78,1101,
30,79,1158,
30,80,1204,
30,81,1220,
30,82,1176,
30,83,1097,
30,84,980,
30,85,817,
30,86,659,
30,87,508,
30,88,362,
30,89,239,
30,90,140,
30,91,86,
31,28,967,
31,29,1350,
31,30,1751,
31,31,2182,
31,32,2540,
31,33,2866,
31,34,2976,
31,35,3071,
31,36,3121,
31,37,3155,
31,38,3132,
31,39,3064,
31,40,2964,
31,41,2893,
31,42,2790,
31,43,2688,
31,44,2647,
31,45,2546,
31,46,2422,
31,47,2432,
31,48,2389,
31,49,2356,
31,50,2368,
31,51,2359,
31,52,2321,
31,53,2275,
31,54,2276,
31,55,2254,
31,56,2167,
31,57,2137,
31,58,2076,
31,59,1964,
31,60,1917,
31,61,1840,
31,62,1723,
31,63,1622,
31,64,1521,
31,65,1427,
31,66,1334,
31,67,1276,
31,68,1177,
31,69,1117,
31,70,1047,
31,71,1000,
31,72,948,
31,73,950,
31,74,941,
31,75,963,
31,76,997,
31,77,1074,
31,78,1118,
31,79,1178,
31,80,1200,
31,81,1220,
31,82,1172,
31,83,1079,
31,84,957,
31,85,802,
31,86,636,
31,87,502,
31,88,357,
31,89,233,
31,90,135,
31,91,85,
32,28,1189,
32,29,1637,
32,30,2160,
32,31,2692,
32,32,3118,
32,33,3500,
32,34,3662,
32,35,3740,
32,36,3743,
32,37,3748,
32,38,3638,
32,39,3475,
32,40,3323,
32,41,3172,
32,42,2984,
32,43,2917,
32,44,2800,
32,45,2646,
32,46,2514,
32,47,2443,
32,48,2378,
32,49,2348,
32,50,2340,
32,51,2313,
32,52,2292,
32,53,2260,
32,54,2230,
32,55,2182,
32,56,2148,
32,57,2063,
32,58,2001,
32,59,1920,
32,60,1855,
32,61,1790,
32,62,1703,
32,63,1596,
32,64,1495,
32,65,1400,
32,66,1326,
32,67,1255,
32,68,1179,
32,69,1125,
32,70,1059,
32,71,1026,
32,72,975,
32,73,933,
32,74,968,
32,75,979,
32,76,1011,
32,77,1082,
32,78,1123,
32,79,1180,
32,80,1203,
32,81,1219,
32,82,1198,
32,83,1095,
32,84,981,
32,85,827,
32,86,648,
32,87,499,
32,88,353,
32,89,227,
32,90,137,
32,91,84,
33,28,1425,
33,29,1953,
33,30,2607,
33,31,3207,
33,32,3778,
33,33,4241,
33,34,4423,
33,35,4477,
33,36,4507,
33,37,4432,
33,38,4245,
33,39,4001,
33,40,3734,
33,41,3486,
33,42,3242,
33,43,3088,
33,44,2945,
33,45,2758,
33,46,2607,
33,47,2509,
33,48,2389,
33,49,2350,
33,50,2298,
33,51,2275,
33,52,2226,
33,53,2192,
33,54,2164,
33,55,2159,
33,56,2071,
33,57,2035,
33,58,1967,
33,59,1880,
33,60,1804,
33,61,1729,
33,62,1663,
33,63,1586,
33,64,1472,
33,65,1386,
33,66,1319,
33,67,1226,
33,68,1156,
33,69,1122,
33,70,1067,
33,71,1034,
33,72,1002,
33,73,961,
33,74,986,
33,75,1003,
33,76,1035,
33,77,1094,
33,78,1132,
33,79,1195,
33,80,1227,
33,81,1227,
33,82,1233,
33,83,1141,
33,84,1014,
33,85,854,
33,86,678,
33,87,499,
33,88,356,
33,89,216,
33,90,139,
33,91,81,
34,28,1611,
34,29,2212,
34,30,2867,
34,31,3601,
34,32,4296,
34,33,4895,
34,34,5149,
34,35,5283,
34,36,5293,
34,37,5278,
34,38,5008,
34,39,4622,
34,40,4259,
34,41,3860,
34,42,3531,
34,43,3311,
34,44,3104,
34,45,2870,
34,46,2709,
34,47,2552,
34,48,2449,
34,49,2367,
34,50,2340,
34,51,2265,
34,52,2191,
34,53,2175,
34,54,2155,
34,55,2084,
34,56,2059,
34,57,1993,
34,58,1946,
34,59,1860,
34,60,1776,
34,61,1693,
34,62,1633,
34,63,1538,
34,64,1468,
34,65,1414,
34,66,1306,
34,67,1236,
34,68,1164,
34,69,1143,
34,70,1098,
34,71,1057,
34,72,1032,
34,73,1024,
34,74,1000,
34,75,1027,
34,76,1059,
34,77,1115,
34,78,1161,
34,79,1223,
34,80,1252,
34,81,1267,
34,82,1224,
34,83,1147,
34,84,1033,
34,85,856,
34,86,687,
34,87,527,
34,88,347,
34,89,222,
34,90,145,
34,91,98,
35,28,1715,
35,29,2296,
35,30,3027,
35,31,3837,
35,32,4671,
35,33,5472,
35,34,5808,
35,35,6098,
35,36,6194,
35,37,6123,
35,38,5820,
35,39,5352,
35,40,4775,
35,41,4307,
35,42,3857,
35,43,3565,
35,44,3247,
35,45,3027,
35,46,2803,
35,47,2638,
35,48,2516,
35,49,2459,
35,50,2395,
35,51,2301,
35,52,2234,
35,53,2208,
35,54,2151,
35,55,2091,
35,56,2039,
35,57,1982,
35,58,1933,
35,59,1844,
35,60,1790,
35,61,1688,
35,62,1587,
35,63,1536,
35,64,1460,
35,65,1391,
35,66,1314,
35,67,1247,
35,68,1192,
35,69,1171,
35,70,1133,
35,71,1095,
35,72,1088,
35,73,1049,
35,74,1045,
35,75,1047,
35,76,1094,
35,77,1157,
35,78,1199,
35,79,1294,
35,80,1331,
35,81,1317,
35,82,1299,
35,83,1192,
35,84,1053,
35,85,902,
35,86,707,
35,87,528,
35,88,367,
35,89,240,
35,90,156,
35,91,97,
36,28,1722,
36,29,2337,
36,30,3107,
36,31,3985,
36,32,4954,
36,33,5871,
36,34,6360,
36,35,6731,
36,36,6941,
36,37,6895,
36,38,6680,
36,39,6152,
36,40,5496,
36,41,4864,
36,42,4342,
36,43,3923,
36,44,3516,
36,45,3230,
36,46,2996,
36,47,2820,
36,48,2657,
36,49,2570,
36,50,2478,
36,51,2393,
36,52,2290,
36,53,2278,
36,54,2166,
36,55,2126,
36,56,2058,
36,57,2018,
36,58,1950,
36,59,1870,
36,60,1804,
36,61,1708,
36,62,1614,
36,63,1549,
36,64,1490,
36,65,1411,
36,66,1322,
36,67,1262,
36,68,1230,
36,69,1182,
36,70,1137,
36,71,1118,
36,72,1115,
36,73,1072,
36,74,1089,
36,75,1104,
36,76,1147,
36,77,1209,
36,78,1292,
36,79,1347,
36,80,1376,
36,81,1379,
36,82,1368,
36,83,1270,
36,84,1135,
36,85,957,
36,86,779,
36,87,575,
36,88,389,
36,89,263,
36,90,168,
36,91,102,
37,28,1661,
37,29,2302,
37,30,3086,
37,31,4074,
37,32,5136,
37,33,6218,
37,34,6831,
37,35,7454,
37,36,7826,
37,37,7937,
37,38,7715,
37,39,7195,
37,40,6394,
37,41,5595,
37,42,4891,
37,43,4401,
37,44,3932,
37,45,3600,
37,46,3333,
37,47,3125,
37,48,2952,
37,49,2807,
37,50,2734,
37,51,2613,
37,52,2528,
37,53,2475,
37,54,2364,
37,55,2272,
37,56,2187,
37,57,2117,
37,58,2069,
37,59,1980,
37,60,1907,
37,61,1799,
37,62,1692,
37,63,1603,
37,64,1527,
37,65,1455,
37,66,1380,
37,67,1314,
37,68,1279,
37,69,1227,
37,70,1183,
37,71,1167,
37,72,1154,
37,73,1127,
37,74,1150,
37,75,1184,
37,76,1269,
37,77,1310,
37,78,1406,
37,79,1474,
37,80,1503,
37,81,1496,
37,82,1478,
37,83,1384,
37,84,1239,
37,85,1024,
37,86,832,
37,87,629,
37,88,434,
37,89,286,
37,90,188,
37,91,124,
38,28,1539,
38,29,2185,
38,30,3012,
38,31,4068,
38,32,5345,
38,33,6674,
38,34,7539,
38,35,8377,
38,36,8897,
38,37,9058,
38,38,8881,
38,39,8383,
38,40,7494,
38,41,6520,
38,42,5707,
38,43,5079,
38,44,4529,
38,45,4144,
38,46,3822,
38,47,3608,
38,48,3378,
38,49,3235,
38,50,3124,
38,51,3001,
38,52,2873,
38,53,2774,
38,54,2620,
38,55,2556,
38,56,2387,
38,57,2311,
38,58,2250,
38,59,2112,
38,60,1999,
38,61,1894,
38,62,1800,
38,63,1713,
38,64,1654,
38,65,1570,
38,66,1498,
38,67,1416,
38,68,1348,
38,69,1285,
38,70,1256,
38,71,1236,
38,72,1222,
38,73,1219,
38,74,1238,
38,75,1308,
38,76,1375,
38,77,1441,
38,78,1530,
38,79,1617,
38,80,1646,
38,81,1653,
38,82,1594,
38,83,1507,
38,84,1341,
38,85,1117,
38,86,890,
38,87,686,
38,88,493,
38,89,332,
38,90,212,
38,91,158,
39,28,1387,
39,29,2017,
39,30,2877,
39,31,4069,
39,32,5554,
39,33,7048,
39,34,8154,
39,35,9095,
39,36,9656,
39,37,9991,
39,38,9903,
39,39,9431,
39,40,8511,
39,41,7470,
39,42,6477,
39,43,5814,
39,44,5136,
39,45,4681,
39,46,4331,
39,47,4088,
39,48,3810,
39,49,3613,
39,50,3469,
39,51,3332,
39,52,3194,
39,53,3074,
39,54,2905,
39,55,2785,
39,56,2648,
39,57,2544,
39,58,2431,
39,59,2291,
39,60,2154,
39,61,2029,
39,62,1903,
39,63,1820,
39,64,1728,
39,65,1661,
39,66,1559,
39,67,1488,
39,68,1432,
39,69,1383,
39,70,1352,
39,71,1325,
39,72,1328,
39,73,1312,
39,74,1361,
39,75,1419,
39,76,1511,
39,77,1566,
39,78,1667,
39,79,1759,
39,80,1798,
39,81,1805,
39,82,1735,
39,83,1611,
39,84,1441,
39,85,1206,
39,86,973,
39,87,744,
39,88,534,
39,89,371,
39,90,250,
39,91,180,
40,28,1187,
40,29,1791,
40,30,2692,
40,31,4048,
40,32,5686,
40,33,7273,
40,34,8497,
40,35,9527,
40,36,10236,
40,37,10568,
40,38,10612,
40,39,10172,
40,40,9260,
40,41,8132,
40,42,7108,
40,43,6254,
40,44,5636,
40,45,5140,
40,46,4670,
40,47,4397,
40,48,4150,
40,49,3919,
40,50,3730,
40,51,3597,
40,52,3438,
40,53,3301,
40,54,3125,
40,55,2991,
40,56,2790,
40,57,2685,
40,58,2547,
40,59,2392,
40,60,2282,
40,61,2120,
40,62,1996,
40,63,1889,
40,64,1807,
40,65,1695,
40,66,1608,
40,67,1526,
40,68,1511,
40,69,1465,
40,70,1415,
40,71,1397,
40,72,1383,
40,73,1381,
40,74,1455,
40,75,1484,
40,76,1605,
40,77,1670,
40,78,1777,
40,79,1861,
40,80,1905,
40,81,1899,
40,82,1836,
40,83,1682,
40,84,1508,
40,85,1263,
40,86,1042,
40,87,790,
40,88,574,
40,89,402,
40,90,268,
40,91,190,
41,28,922,
41,29,1531,
41,30,2408,
41,31,3870,
41,32,5618,
41,33,7342,
41,34,8687,
41,35,9823,
41,36,10509,
41,37,10957,
41,38,10983,
41,39,10569,
41,40,9721,
41,41,8567,
41,42,7406,
41,43,6583,
41,44,5871,
41,45,5371,
41,46,4900,
41,47,4563,
41,48,4286,
41,49,4034,
41,50,3866,
41,51,3691,
41,52,3567,
41,53,3389,
41,54,3236,
41,55,3089,
41,56,2891,
41,57,2725,
41,58,2613,
41,59,2452,
41,60,2308,
41,61,2139,
41,62,2038,
41,63,1908,
41,64,1825,
41,65,1735,
41,66,1658,
41,67,1575,
41,68,1537,
41,69,1480,
41,70,1468,
41,71,1412,
41,72,1407,
41,73,1418,
41,74,1500,
41,75,1556,
41,76,1668,
41,77,1733,
41,78,1835,
41,79,1911,
41,80,1954,
41,81,1992,
41,82,1912,
41,83,1770,
41,84,1585,
41,85,1342,
41,86,1078,
41,87,824,
41,88,607,
41,89,424,
41,90,275,
41,91,206,
42,28,797,
42,29,1359,
42,30,2273,
42,31,3753,
42,32,5535,
42,33,7358,
42,34,8754,
42,35,9934,
42,36,10700,
42,37,11151,
42,38,11177,
42,39,10754,
42,40,9842,
42,41,8669,
42,42,7456,
42,43,6629,
42,44,5916,
42,45,5413,
42,46,4953,
42,47,4633,
42,48,4366,
42,49,4095,
42,50,3883,
42,51,3747,
42,52,3585,
42,53,3392,
42,54,3249,
42,55,3120,
42,56,2893,
42,57,2779,
42,58,2608,
42,59,2481,
42,60,2300,
42,61,2152,
42,62,2046,
42,63,1936,
42,64,1830,
42,65,1762,
42,66,1662,
42,67,1586,
42,68,1514,
42,69,1495,
42,70,1435,
42,71,1421,
42,72,1434,
42,73,1450,
42,74,1530,
42,75,1589,
42,76,1677,
42,77,1778,
42,78,1852,
42,79,1934,
42,80,1984,
42,81,2000,
42,82,1932,
42,83,1792,
42,84,1621,
42,85,1373,
42,86,1108,
42,87,843,
42,88,612,
42,89,428,
42,90,280,
42,91,211,
43,28,898,
43,29,1484,
43,30,2470,
43,31,3977,
43,32,5692,
43,33,7468,
43,34,8909,
43,35,10023,
43,36,10779,
43,37,11229,
43,38,11215,
43,39,10740,
43,40,9828,
43,41,8595,
43,42,7404,
43,43,6585,
43,44,5899,
43,45,5349,
43,46,4880,
43,47,4634,
43,48,4347,
43,49,4095,
43,50,3888,
43,51,3751,
43,52,3571,
43,53,3391,
43,54,3236,
43,55,3102,
43,56,2908,
43,57,2780,
43,58,2608,
43,59,2442,
43,60,2286,
43,61,2141,
43,62,2025,
43,63,1890,
43,64,1825,
43,65,1724,
43,66,1646,
43,67,1560,
43,68,1509,
43,69,1471,
43,70,1459,
43,71,1419,
43,72,1457,
43,73,1449,
43,74,1513,
43,75,1553,
43,76,1677,
43,77,1764,
43,78,1872,
43,79,1923,
43,80,2007,
43,81,2032,
43,82,1954,
43,83,1802,
43,84,1637,
43,85,1379,
43,86,1139,
43,87,858,
43,88,622,
43,89,428,
43,90,286,
43,91,219,
44,28,1162,
44,29,1879,
44,30,2927,
44,31,4423,
44,32,6139,
44,33,7862,
44,34,9097,
44,35,10084,
44,36,10713,
44,37,11091,
44,38,11021,
44,39,10501,
44,40,9575,
44,41,8382,
44,42,7240,
44,43,6438,
44,44,5749,
44,45,5197,
44,46,4785,
44,47,4509,
44,48,4270,
44,49,3995,
44,50,3838,
44,51,3666,
44,52,3495,
44,53,3350,
44,54,3210,
44,55,3038,
44,56,2857,
44,57,2706,
44,58,2513,
44,59,2403,
44,60,2280,
44,61,2134,
44,62,1983,
44,63,1864,
44,64,1785,
44,65,1710,
44,66,1618,
44,67,1553,
44,68,1505,
44,69,1472,
44,70,1427,
44,71,1402,
44,72,1395,
44,73,1408,
44,74,1471,
44,75,1541,
44,76,1645,
44,77,1738,
44,78,1832,
44,79,1933,
44,80,1978,
44,81,2025,
44,82,1949,
44,83,1794,
44,84,1606,
44,85,1370,
44,86,1114,
44,87,853,
44,88,613,
44,89,424,
44,90,278,
44,91,210,
45,28,1540,
45,29,2330,
45,30,3404,
45,31,4882,
45,32,6561,
45,33,8135,
45,34,9170,
45,35,10016,
45,36,10515,
45,37,10809,
45,38,10648,
45,39,10054,
45,40,9099,
45,41,7944,
45,42,6796,
45,43,6077,
45,44,5444,
45,45,4992,
45,46,4582,
45,47,4312,
45,48,4066,
45,49,3830,
45,50,3658,
45,51,3516,
45,52,3385,
45,53,3237,
45,54,3088,
45,55,2939,
45,56,2732,
45,57,2594,
45,58,2445,
45,59,2314,
45,60,2200,
45,61,2070,
45,62,1924,
45,63,1804,
45,64,1751,
45,65,1648,
45,66,1568,
45,67,1518,
45,68,1458,
45,69,1393,
45,70,1369,
45,71,1364,
45,72,1349,
45,73,1375,
45,74,1450,
45,75,1544,
45,76,1612,
45,77,1674,
45,78,1762,
45,79,1882,
45,80,1921,
45,81,1935,
45,82,1856,
45,83,1736,
45,84,1548,
45,85,1322,
45,86,1085,
45,87,829,
45,88,591,
45,89,406,
45,90,263,
45,91,194,
46,28,1853,
46,29,2672,
46,30,3727,
46,31,5074,
46,32,6579,
46,33,8084,
46,34,8985,
46,35,9674,
46,36,10109,
46,37,10289,
46,38,10035,
46,39,9301,
46,40,8269,
46,41,7156,
46,42,6190,
46,43,5534,
46,44,4942,
46,45,4530,
46,46,4163,
46,47,3928,
46,48,3720,
46,49,3515,
46,50,3351,
46,51,3224,
46,52,3097,
46,53,3001,
46,54,2867,
46,55,2709,
46,56,2544,
46,57,2407,
46,58,2271,
46,59,2182,
46,60,2059,
46,61,1946,
46,62,1830,
46,63,1735,
46,64,1643,
46,65,1584,
46,66,1492,
46,67,1441,
46,68,1363,
46,69,1324,
46,70,1337,
46,71,1318,
46,72,1301,
46,73,1330,
46,74,1396,
46,75,1474,
46,76,1530,
46,77,1586,
46,78,1686,
46,79,1761,
46,80,1820,
46,81,1824,
46,82,1733,
46,83,1622,
46,84,1441,
46,85,1227,
46,86,989,
46,87,780,
46,88,545,
46,89,375,
46,90,246,
46,91,172,
47,28,2068,
47,29,2948,
47,30,3957,
47,31,5152,
47,32,6483,
47,33,7839,
47,34,8550,
47,35,9078,
47,36,9377,
47,37,9379,
47,38,8965,
47,39,8243,
47,40,7269,
47,41,6268,
47,42,5486,
47,43,4830,
47,44,4321,
47,45,3943,
47,46,3643,
47,47,3440,
47,48,3275,
47,49,3110,
47,50,2970,
47,51,2843,
47,52,2726,
47,53,2645,
47,54,2539,
47,55,2441,
47,56,2286,
47,57,2178,
47,58,2102,
47,59,2006,
47,60,1895,
47,61,1809,
47,62,1704,
47,63,1603,
47,64,1563,
47,65,1479,
47,66,1406,
47,67,1317,
47,68,1290,
47,69,1232,
47,70,1240,
47,71,1245,
47,72,1216,
47,73,1235,
47,74,1301,
47,75,1336,
47,76,1406,
47,77,1481,
47,78,1560,
47,79,1628,
47,80,1674,
47,81,1673,
47,82,1635,
47,83,1494,
47,84,1337,
47,85,1138,
47,86,938,
47,87,713,
47,88,508,
47,89,334,
47,90,214,
47,91,148,
48,28,2243,
48,29,3101,
48,30,4071,
48,31,5189,
48,32,6341,
48,33,7443,
48,34,7913,
48,35,8284,
48,36,8356,
48,37,8300,
48,38,7783,
48,39,7078,
48,40,6193,
48,41,5375,
48,42,4614,
48,43,4156,
48,44,3710,
48,45,3432,
48,46,3144,
48,47,2967,
48,48,2777,
48,49,2668,
48,50,2545,
48,51,2452,
48,52,2370,
48,53,2305,
48,54,2202,
48,55,2143,
48,56,2040,
48,57,1997,
48,58,1951,
48,59,1860,
48,60,1769,
48,61,1678,
48,62,1561,
48,63,1497,
48,64,1426,
48,65,1362,
48,66,1290,
48,67,1227,
48,68,1216,
48,69,1160,
48,70,1143,
48,71,1148,
48,72,1125,
48,73,1130,
48,74,1178,
48,75,1239,
48,76,1296,
48,77,1353,
48,78,1424,
48,79,1504,
48,80,1535,
48,81,1555,
48,82,1515,
48,83,1407,
48,84,1234,
48,85,1071,
48,86,863,
48,87,659,
48,88,457,
48,89,293,
48,90,187,
48,91,124,
49,28,2346,
49,29,3198,
49,30,4100,
49,31,5154,
49,32,6153,
49,33,7110,
49,34,7377,
49,35,7585,
49,36,7547,
49,37,7320,
49,38,6775,
49,39,6076,
49,40,5280,
49,41,4625,
49,42,4096,
49,43,3655,
49,44,3284,
49,45,3017,
49,46,2779,
49,47,2604,
49,48,2501,
49,49,2378,
49,50,2294,
49,51,2242,
49,52,2189,
49,53,2109,
49,54,2026,
49,55,1954,
49,56,1901,
49,57,1858,
49,58,1805,
49,59,1739,
49,60,1660,
49,61,1578,
49,62,1487,
49,63,1429,
49,64,1365,
49,65,1308,
49,66,1227,
49,67,1179,
49,68,1135,
49,69,1108,
49,70,1082,
49,71,1063,
49,72,1040,
49,73,1055,
49,74,1090,
49,75,1156,
49,76,1187,
49,77,1227,
49,78,1315,
49,79,1393,
49,80,1448,
49,81,1460,
49,82,1421,
49,83,1312,
49,84,1151,
49,85,985,
49,86,804,
49,87,615,
49,88,421,
49,89,278,
49,90,168,
49,91,104,
50,28,2377,
50,29,3165,
50,30,4025,
50,31,4986,
50,32,5906,
50,33,6684,
50,34,6840,
50,35,6970,
50,36,6834,
50,37,6490,
50,38,5929,
50,39,5303,
50,40,4655,
50,41,4106,
50,42,3652,
50,43,3353,
50,44,2996,
50,45,2793,
50,46,2546,
50,47,2457,
50,48,2340,
50,49,2272,
50,50,2164,
50,51,2138,
50,52,2077,
50,53,2028,
50,54,1919,
50,55,1891,
50,56,1828,
50,57,1787,
50,58,1754,
50,59,1695,
50,60,1611,
50,61,1533,
50,62,1487,
50,63,1427,
50,64,1352,
50,65,1275,
50,66,1219,
50,67,1122,
50,68,1082,
50,69,1041,
50,70,1042,
50,71,1021,
50,72,1016,
50,73,1017,
50,74,1044,
50,75,1090,
50,76,1118,
50,77,1169,
50,78,1237,
50,79,1293,
50,80,1362,
50,81,1384,
50,82,1344,
50,83,1250,
50,84,1101,
50,85,946,
50,86,783,
50,87,577,
50,88,396,
50,89,256,
50,90,162,
50,91,102,
51,28,2267,
51,29,3034,
51,30,3827,
51,31,4689,
51,32,5437,
51,33,5995,
51,34,6072,
51,35,6153,
51,36,5986,
51,37,5643,
51,38,5132,
51,39,4615,
51,40,4076,
51,41,3645,
51,42,3323,
51,43,3086,
51,44,2842,
51,45,2654,
51,46,2483,
51,47,2385,
51,48,2301,
51,49,2213,
51,50,2146,
51,51,2098,
51,52,2050,
51,53,1984,
51,54,1920,
51,55,1877,
51,56,1799,
51,57,1788,
51,58,1743,
51,59,1676,
51,60,1586,
51,61,1516,
51,62,1444,
51,63,1399,
51,64,1329,
51,65,1269,
51,66,1180,
51,67,1091,
51,68,1051,
51,69,1010,
51,70,1003,
51,71,989,
51,72,982,
51,73,997,
51,74,975,
51,75,1020,
51,76,1068,
51,77,1135,
51,78,1172,
51,79,1242,
51,80,1281,
51,81,1298,
51,82,1233,
51,83,1175,
51,84,1051,
51,85,925,
51,86,741,
51,87,564,
51,88,371,
51,89,242,
51,90,150,
51,91,100,
52,28,1976,
52,29,2709,
52,30,3440,
52,31,4208,
52,32,4788,
52,33,5191,
52,34,5204,
52,35,5243,
52,36,5037,
52,37,4818,
52,38,4401,
52,39,3999,
52,40,3644,
52,41,3381,
52,42,3125,
52,43,2964,
52,44,2731,
52,45,2580,
52,46,2421,
52,47,2350,
52,48,2240,
52,49,2196,
52,50,2140,
52,51,2098,
52,52,2044,
52,53,2006,
52,54,1961,
52,55,1920,
52,56,1873,
52,57,1821,
52,58,1778,
52,59,1694,
52,60,1608,
52,61,1533,
52,62,1448,
52,63,1386,
52,64,1343,
52,65,1269,
52,66,1180,
52,67,1100,
52,68,1043,
52,69,999,
52,70,968,
52,71,965,
52,72,951,
52,73,953,
52,74,942,
52,75,982,
52,76,1065,
52,77,1105,
52,78,1147,
52,79,1213,
52,80,1276,
52,81,1262,
52,82,1210,
52,83,1145,
52,84,1031,
52,85,869,
52,86,697,
52,87,518,
52,88,372,
52,89,237,
52,90,144,
52,91,99,
53,28,1576,
53,29,2188,
53,30,2842,
53,31,3508,
53,32,3980,
53,33,4354,
53,34,4361,
53,35,4356,
53,36,4227,
53,37,4038,
53,38,3765,
53,39,3527,
53,40,3286,
53,41,3114,
53,42,2971,
53,43,2856,
53,44,2665,
53,45,2529,
53,46,2411,
53,47,2350,
53,48,2250,
53,49,2188,
53,50,2154,
53,51,2118,
53,52,2078,
53,53,2069,
53,54,2008,
53,55,1960,
53,56,1913,
53,57,1853,
53,58,1794,
53,59,1754,
53,60,1678,
53,61,1560,
53,62,1461,
53,63,1427,
53,64,1355,
53,65,1289,
53,66,1205,
53,67,1100,
53,68,1038,
53,69,971,
53,70,944,
53,71,922,
53,72,925,
53,73,937,
53,74,940,
53,75,996,
53,76,1047,
53,77,1085,
53,78,1131,
53,79,1216,
53,80,1248,
53,81,1251,
53,82,1199,
53,83,1129,
53,84,988,
53,85,833,
53,86,663,
53,87,511,
53,88,353,
53,89,234,
53,90,149,
53,91,90,
54,28,1228,
54,29,1738,
54,30,2261,
54,31,2808,
54,32,3208,
54,33,3491,
54,34,3527,
54,35,3610,
54,36,3517,
54,37,3489,
54,38,3341,
54,39,3166,
54,40,3020,
54,41,2913,
54,42,2805,
54,43,2705,
54,44,2587,
54,45,2522,
54,46,2428,
54,47,2339,
54,48,2296,
54,49,2226,
54,50,2192,
54,51,2163,
54,52,2156,
54,53,2153,
54,54,2067,
54,55,2032,
54,56,1986,
54,57,1929,
54,58,1874,
54,59,1803,
54,60,1749,
54,61,1628,
54,62,1524,
54,63,1465,
54,64,1384,
54,65,1301,
54,66,1201,
54,67,1095,
54,68,1015,
54,69,954,
54,70,933,
54,71,923,
54,72,912,
54,73,924,
54,74,929,
54,75,978,
54,76,1033,
54,77,1108,
54,78,1140,
54,79,1199,
54,80,1243,
54,81,1214,
54,82,1193,
54,83,1120,
54,84,986,
54,85,825,
54,86,675,
54,87,516,
54,88,370,
54,89,229,
54,90,146,
54,91,89,
55,28,1003,
55,29,1405,
55,30,1832,
55,31,2251,
55,32,2577,
55,33,2844,
55,34,2899,
55,35,2982,
55,36,2976,
55,37,3037,
55,38,2960,
55,39,2911,
55,40,2812,
55,41,2801,
55,42,2714,
55,43,2655,
55,44,2535,
55,45,2507,
55,46,2413,
55,47,2383,
55,48,2327,
55,49,2282,
55,50,2237,
55,51,2214,
55,52,2218,
55,53,2193,
55,54,2127,
55,55,2096,
55,56,2051,
55,57,1983,
55,58,1934,
55,59,1865,
55,60,1821,
55,61,1680,
55,62,1574,
55,63,1507,
55,64,1392,
55,65,1299,
55,66,1218,
55,67,1117,
55,68,1027,
55,69,978,
55,70,950,
55,71,924,
55,72,920,
55,73,914,
55,74,933,
55,75,969,
55,76,1051,
55,77,1129,
55,78,1155,
55,79,1214,
55,80,1254,
55,81,1255,
55,82,1187,
55,83,1128,
55,84,999,
55,85,847,
55,86,675,
55,87,535,
55,88,359,
55,89,232,
55,90,145,
55,91,91,
56,28,838,
56,29,1204,
56,30,1557,
56,31,1934,
56,32,2230,
56,33,2465,
56,34,2520,
56,35,2589,
56,36,2628,
56,37,2708,
56,38,2688,
56,39,2670,
56,40,2655,
56,41,2626,
56,42,2631,
56,43,2582,
56,44,2522,
56,45,2484,
56,46,2466,
56,47,2433,
56,48,2407,
56,49,2363,
56,50,2349,
56,51,2317,
56,52,2331,
56,53,2289,
56,54,2221,
56,55,2198,
56,56,2154,
56,57,2079,
56,58,2034,
56,59,1979,
56,60,1911,
56,61,1757,
56,62,1634,
56,63,1536,
56,64,1442,
56,65,1340,
56,66,1257,
56,67,1164,
56,68,1058,
56,69,983,
56,70,963,
56,71,940,
56,72,924,
56,73,924,
56,74,961,
56,75,1000,
